Place,Count
Leipzig,22
Lenzen,9
Levante,6
Lichtenburg,2
Linsburg,54
Linz,8
Litauen,15
Litauer,3
Livland,9
Loccum,26
Lombardei,6
London,30
Loreto,6
Lothringen,41
Lustenburg,15
Lyon,9
Lübeck,3
Lüneborg,3
Lüneburg,42
Lüttich,15
Maas,11
Maastricht,6
Madrid,6
Magdeburg,30
Mailand,14
Maine,6
Maintenon,12
Mainz,14
Malchow,6
Malta,3
Mantua,9
Marienbad,3
Marlborough,72
Martinitz,3
Maubuisson,12
Meaux,42
Mecklenburg,16
Melle,3
Memel,2
Merseburg,9
Meseritz,3
Mittelmeer,3
Modena,50
Monferrato,2
Monmouth,6
Montepulciano,2
Moray,3
Morea,3
Moskau,14
München,18
Münster,22
Namur,6
Nassau,5
Nauplia,3
Neapel,21
Neuburg,8
Newcastle,6
Niederlande,3
Niedersachsen,2
Niederösterreich,2
Nienburg,6
Nimwegen,3
Nizza,3
Nola,3
Nordhausen,14
Nordmeer,3
Norwegen,6
Nöteburg,9
Nürnberg,6
Oberrhein,2
Oeynhausen,3
Oldenburg,3
Orange,8
Oranien,51
Oranienbaum,3
Oranienburg,30
Orléans,44
Osnabruck,6
Osnabrück,57
Osterode,5
Ostfriesland,27
Ostrog,3
Ostsee,6
Paderborn,3
Pamiers,3
Paris,99
Peine,2
Peking,3
Pembroke,6
Persien,6
Pest,6
Petersburg,6
Peterwardein,6
Pfalz,53
Pfalz-Neuburg,3
Philippsburg,9
Piemont,3
Pinneberg,3
Plittersdorf,3
Po,6
Pole,3
Polen,266
Pommern,16
Porto,2
Portugal,5
Portugiesen,3
Posen,6
Potsdam,30
Pottendorf,3
Prag,6
Preußen,263
Pruth,2
Pyrmont,27
Quedlinburg,9
Raab,9
Rantzau,27
Rappach,6
Rastatt,2
Ratzeburg,3
Ravenna,3
Regensburg,12
Rhein,38
Rhône,2
Riga,9
Rijswijk,8
Rom,96
Rotterdam,3
Ruhr,12
Russland,5
Römer,18
Sachsen,159
Sachsen-Gotha,3
Sachsen-Lauenburg,3
Sachsen-Merseburg,6
Saint Cyr,3
Saint Germain,12
Saint James,2
Saint-Germain,6
Salisbury,11
Salm,26
Salzburg,3
Salzdahlum,19
Savoyen,25
Scarlati,3
Schlesien,9
Schotte,11
Schottland,36
Schulenburg,50
Schwarze Meer,3
Schwede,3
Schweden,348
Schwedt,3
Schönhausen,6
Seeland,3
Seesen,3
Sesto,6
Shrewsbury,6
Siebenbürgen,9
Siena,3
Singen,3
Sizilien,6
Smyrna,3
Soest,3
Sorbonne,12
Spandau,12
Spanheim,21
Spanien,98
Spanier,32
Stade,5
Stamford,24
Steevenswert,3
Steiermark,3
Sternberg,2
Stettin,4
Stockholm,5
Stormarn,3
Straßburg,3
Stör,6
Sulzbach,9
Tangermünde,3
Temeswar,6
Teplitz,7
Tettau,3
Thorn,3
Thüringen,3
Tirol,12
Tokaj,2
Torgau,12
Toskana,12
Transsilvanien,5
Trier,5
Turku,2
Tönning,13
Türkei,3
Ulm,9
Ungarn,42
Ursel,36
Utrecht,8
Vaudémont,6
Venedig,32
Venetien,3
Venezianer,15
Venlo,3
Vesuv,3
Vigo,3
Walachei,3
Walachen,6
Wales,48
Wangenheim,9
Wardein,3
Warschau,50
Wartenberg,48
Weichsel,3
Wesel,3
Weser,2
Weyhausen,2
Wien,286
Wildeshausen,6
Wismar,3
Wittenberg,9
Wolfenbüttel,204
Württemberg,17
York,3
Zell,3
Zellerfeld,6
Zerbst,6
Ziesar,3
Zweibrücken,8
Ägypten,9
Ägypter,9
Äthiopien,3
Ätna,3
